claim_id,claim_amount,claim_type,customer_tenure,claims_last_12m,avg_hist_claim,provider_id,geography,submission_delay,previously_rejected_claims,deviation_from_peer_claims,is_fraud
CLM_11230,2509.98,Auto,75,0,4517.98,PRV_114,Suburban,2,0,-2008.0,1
CLM_11231,4743.33,Auto,62,0,2268.7,PRV_114,Rural,14,0,2474.63,0
CLM_11232,9577.19,Health,62,0,4070.23,PRV_147,Rural,22,0,5506.96,0
CLM_11233,2905.51,Auto,94,3,2351.48,PRV_139,Suburban,0,0,554.03,1
CLM_11234,2990.19,Health,95,1,1767.61,PRV_119,Rural,2,0,1222.58,0
CLM_11235,6546.08,Property,24,1,2196.94,PRV_114,Urban,14,0,4349.15,0
CLM_11236,6077.62,Auto,55,0,3131.41,PRV_134,Urban,16,0,2946.21,0
CLM_11237,5549.26,Auto,9,1,4027.95,PRV_105,Urban,6,0,1521.31,0
CLM_11238,6848.33,Auto,119,2,3310.42,PRV_129,Urban,11,0,3537.91,1
CLM_11239,2704.54,Auto,3,1,2846.72,PRV_107,Suburban,0,0,-142.18,0
CLM_11240,1964.11,Auto,115,0,1967.79,PRV_130,Rural,18,0,-3.68,0
CLM_11241,10420.55,Auto,31,0,3705.33,PRV_147,Rural,17,0,6715.22,0
CLM_11242,4352.06,Property,40,0,3963.62,PRV_146,Urban,11,0,388.44,0
CLM_11243,4211.82,Auto,101,0,3298.28,PRV_131,Urban,24,0,913.54,0
CLM_11244,3621.6,Auto,36,0,1947.68,PRV_144,Rural,0,0,1673.92,0
CLM_11245,10471.02,Property,24,0,3808.71,PRV_114,Suburban,2,0,6662.31,0
CLM_11246,10372.06,Health,95,0,4227.24,PRV_117,Rural,4,0,6144.82,0
CLM_11247,2762.69,Auto,6,1,4533.02,PRV_112,Urban,1,0,-1770.33,0
CLM_11248,5720.53,Health,66,0,2562.3,PRV_123,Urban,16,0,3158.23,1
CLM_11249,6048.42,Auto,84,0,3436.3,PRV_139,Suburban,14,0,2612.12,0
CLM_11250,4163.89,Health,92,0,2465.47,PRV_113,Rural,14,0,1698.42,0
CLM_11251,4630.84,Health,75,3,2077.64,PRV_127,Suburban,3,0,2553.2,0
CLM_11252,4540.03,Health,4,2,4583.2,PRV_110,Suburban,14,0,-43.17,0
CLM_11253,10528.74,Auto,79,1,3564.57,PRV_105,Urban,1,1,6964.17,1
CLM_11254,9071.72,Property,6,1,4292.75,PRV_124,Rural,1,0,4778.97,1
CLM_11255,2510.35,Auto,118,1,1775.17,PRV_100,Urban,8,0,735.17,0
CLM_11256,6578.5,Auto,113,3,3288.42,PRV_124,Rural,0,0,3290.08,1
CLM_11257,3652.76,Auto,94,1,3508.3,PRV_101,Urban,27,0,144.46,0
CLM_11258,4519.05,Auto,102,1,2167.82,PRV_131,Urban,3,0,2351.23,0
CLM_11259,2560.5,Auto,51,0,4487.84,PRV_112,Rural,6,0,-1927.33,0
CLM_11260,3726.69,Property,62,0,2754.48,PRV_132,Rural,16,0,972.21,0
CLM_11261,8180.94,Property,57,0,3453.64,PRV_131,Urban,5,0,4727.31,0
CLM_11262,6173.21,Auto,66,1,2449.74,PRV_123,Rural,5,0,3723.47,0
CLM_11263,2044.47,Auto,79,1,1805.59,PRV_126,Urban,4,0,238.88,0
CLM_11264,7233.38,Auto,75,1,3913.06,PRV_103,Rural,4,1,3320.32,0
CLM_11265,6154.07,Auto,8,1,3379.07,PRV_123,Urban,6,0,2775.0,0
CLM_11266,5029.52,Auto,26,1,3237.25,PRV_122,Urban,29,0,1792.27,0
CLM_11267,2915.31,Property,51,2,2721.83,PRV_128,Urban,27,1,193.47,0
CLM_11268,7568.67,Auto,45,1,3351.83,PRV_133,Suburban,7,0,4216.84,1
CLM_11269,4824.71,Auto,44,0,4266.24,PRV_120,Rural,6,0,558.47,0
CLM_11270,6433.37,Auto,5,0,2316.19,PRV_129,Urban,16,0,4117.18,1
CLM_11271,6484.16,Property,70,0,3560.27,PRV_125,Suburban,11,0,2923.89,0
CLM_11272,8570.49,Health,26,2,3202.49,PRV_119,Urban,21,0,5368.0,0
CLM_11273,3454.32,Property,118,1,2815.59,PRV_115,Suburban,13,0,638.73,0
CLM_11274,3410.08,Health,68,0,1354.44,PRV_102,Urban,30,0,2055.64,0
CLM_11275,2343.07,Auto,19,1,2988.01,PRV_148,Urban,21,0,-644.93,0
CLM_11276,8877.17,Auto,84,1,3672.69,PRV_136,Suburban,19,0,5204.48,1
CLM_11277,4877.48,Health,97,2,3323.97,PRV_139,Suburban,4,0,1553.51,0
CLM_11278,2615.18,Auto,20,1,1561.33,PRV_143,Rural,4,0,1053.86,0
CLM_11279,3894.63,Health,113,0,4247.06,PRV_124,Rural,13,1,-352.43,1
CLM_11280,2540.41,Auto,12,0,4647.92,PRV_122,Suburban,0,0,-2107.51,0
CLM_11281,6259.37,Auto,47,0,2890.5,PRV_143,Rural,3,1,3368.86,1
CLM_11282,10459.08,Health,1,0,5311.08,PRV_100,Suburban,26,0,5148.0,0
CLM_11283,4462.6,Health,90,1,2170.45,PRV_132,Rural,5,0,2292.15,0
CLM_11284,1965.5,Health,14,4,1727.9,PRV_114,Urban,3,0,237.59,0
CLM_11285,2180.11,Auto,64,1,1985.18,PRV_116,Rural,6,0,194.93,0
CLM_11286,8358.64,Health,38,1,3245.14,PRV_133,Urban,3,0,5113.5,1
CLM_11287,2935.79,Auto,37,0,1221.65,PRV_116,Urban,14,0,1714.14,0
CLM_11288,3608.69,Auto,11,1,2689.09,PRV_140,Rural,19,0,919.6,0
CLM_11289,12430.0,Auto,100,2,5934.55,PRV_143,Suburban,15,0,6495.45,1
CLM_11290,3845.73,Auto,77,0,1496.18,PRV_103,Urban,1,1,2349.56,0
CLM_11291,6676.95,Auto,107,0,2452.89,PRV_112,Urban,4,0,4224.06,1
CLM_11292,1010.47,Auto,3,0,1963.93,PRV_103,Rural,2,0,-953.46,0
CLM_11293,6879.34,Auto,33,0,2715.18,PRV_106,Suburban,0,0,4164.16,1
CLM_11294,3648.88,Auto,6,1,2651.84,PRV_145,Suburban,13,0,997.04,0
CLM_11295,5350.56,Auto,50,1,2330.44,PRV_108,Rural,5,1,3020.12,1
CLM_11296,4062.23,Auto,10,2,2843.7,PRV_122,Suburban,3,0,1218.53,0
CLM_11297,7323.17,Auto,5,2,3633.21,PRV_132,Rural,3,0,3689.97,1
CLM_11298,9283.58,Health,23,0,4385.35,PRV_132,Rural,1,0,4898.24,0
CLM_11299,4107.26,Auto,10,0,2715.57,PRV_119,Rural,17,0,1391.68,1
CLM_11300,5356.2,Auto,44,1,3005.79,PRV_103,Urban,1,0,2350.41,0
CLM_11301,8020.15,Auto,2,1,3463.26,PRV_100,Urban,4,1,4556.89,0
CLM_11302,2982.88,Health,13,0,1764.22,PRV_141,Urban,0,0,1218.66,0
CLM_11303,1523.19,Property,40,4,2847.35,PRV_133,Rural,5,1,-1324.16,0
CLM_11304,1327.71,Health,2,1,2494.47,PRV_126,Urban,4,0,-1166.76,0
CLM_11305,8509.61,Health,84,0,3951.93,PRV_120,Urban,12,0,4557.67,0
CLM_11306,12440.72,Auto,65,0,4751.83,PRV_123,Urban,12,0,7688.9,1
CLM_11307,5475.5,Health,63,1,2222.94,PRV_114,Rural,0,0,3252.57,0
CLM_11308,5461.27,Health,101,1,4279.99,PRV_134,Rural,1,0,1181.28,1
CLM_11309,2586.57,Auto,73,0,1541.63,PRV_124,Rural,23,0,1044.95,0
CLM_11310,3474.02,Auto,17,0,3200.67,PRV_108,Urban,15,0,273.34,0
CLM_11311,9691.56,Auto,9,0,3260.0,PRV_116,Suburban,4,0,6431.57,0
CLM_11312,1745.42,Property,75,2,1516.09,PRV_120,Urban,1,0,229.33,0
CLM_11313,3345.64,Health,15,2,2171.57,PRV_112,Urban,3,0,1174.07,0
CLM_11314,4569.27,Health,24,2,2074.28,PRV_102,Rural,10,0,2494.99,0
CLM_11315,4542.41,Auto,38,0,1688.6,PRV_103,Rural,29,0,2853.81,0
CLM_11316,314.34,Auto,119,0,500.0,PRV_103,Urban,9,0,-185.66,0
CLM_11317,3498.06,Auto,35,0,2792.75,PRV_142,Urban,0,0,705.31,0
CLM_11318,5600.57,Auto,94,0,2913.23,PRV_127,Suburban,10,0,2687.35,0
CLM_11319,5943.76,Property,95,2,2905.37,PRV_106,Suburban,28,0,3038.39,0
CLM_11320,2542.11,Health,49,0,3765.71,PRV_125,Rural,4,0,-1223.6,0
CLM_11321,2294.49,Auto,69,1,1062.17,PRV_110,Suburban,27,0,1232.32,0
CLM_11322,4766.91,Property,62,4,2618.95,PRV_123,Suburban,11,0,2147.96,0
CLM_11323,14283.96,Auto,60,0,5559.98,PRV_142,Rural,2,0,8723.99,0
CLM_11324,4102.37,Property,108,2,3886.76,PRV_109,Suburban,1,0,215.61,0
CLM_11325,3844.07,Auto,50,0,3892.46,PRV_136,Urban,1,0,-48.39,0
CLM_11326,4925.48,Auto,78,1,1983.41,PRV_112,Suburban,12,0,2942.07,0
CLM_11327,6336.34,Auto,117,0,2804.1,PRV_143,Rural,8,0,3532.24,1
CLM_11328,1735.77,Auto,75,1,700.14,PRV_141,Urban,6,0,1035.63,0
CLM_11329,8801.77,Auto,9,0,3585.48,PRV_138,Suburban,3,0,5216.29,0
CLM_11330,3344.23,Health,34,1,4400.3,PRV_118,Urban,23,0,-1056.06,0
CLM_11331,1854.75,Property,76,0,1550.2,PRV_118,Urban,2,0,304.55,0
CLM_11332,2117.67,Health,99,0,1841.12,PRV_111,Suburban,3,0,276.56,0
CLM_11333,8418.56,Auto,35,1,2967.97,PRV_121,Suburban,0,0,5450.59,0
CLM_11334,5419.46,Health,1,0,3153.29,PRV_146,Rural,3,0,2266.17,0
CLM_11335,1911.66,Auto,40,0,2458.27,PRV_136,Rural,25,0,-546.61,0
CLM_11336,2673.87,Auto,64,2,2184.63,PRV_129,Urban,2,0,489.24,0
CLM_11337,5882.98,Health,22,2,2195.34,PRV_145,Rural,2,1,3687.64,0
CLM_11338,7724.65,Health,60,2,2950.97,PRV_111,Urban,9,0,4773.68,0
CLM_11339,9864.92,Auto,64,0,3586.14,PRV_128,Urban,8,0,6278.78,0
CLM_11340,4341.43,Auto,93,1,2950.7,PRV_120,Rural,1,0,1390.73,0
CLM_11341,6005.37,Property,72,0,2855.14,PRV_110,Rural,1,0,3150.23,0
CLM_11342,1483.23,Auto,11,2,1240.75,PRV_136,Rural,1,0,242.48,0
CLM_11343,3681.68,Auto,105,0,3867.06,PRV_147,Suburban,19,0,-185.37,1
CLM_11344,1635.75,Health,101,0,2948.61,PRV_117,Urban,10,0,-1312.86,0
CLM_11345,2713.59,Auto,14,2,2563.37,PRV_143,Urban,30,1,150.22,0
CLM_11346,6545.87,Auto,60,1,3255.14,PRV_126,Urban,1,0,3290.73,1
CLM_11347,5952.22,Auto,30,2,2156.19,PRV_136,Rural,6,0,3796.03,1
CLM_11348,2154.01,Health,35,2,2584.14,PRV_147,Rural,13,0,-430.13,0
CLM_11349,8685.8,Health,85,0,3107.59,PRV_111,Rural,2,0,5578.21,0
CLM_11350,3165.2,Health,37,0,2321.45,PRV_122,Rural,11,0,843.76,0
CLM_11351,2122.32,Property,5,0,1354.32,PRV_133,Rural,6,0,768.0,0
CLM_11352,1682.97,Health,83,1,1191.53,PRV_137,Suburban,5,0,491.44,0
CLM_11353,5242.75,Auto,78,2,3445.73,PRV_122,Rural,10,0,1797.02,0
CLM_11354,3408.24,Auto,26,0,2968.89,PRV_124,Urban,6,0,439.35,0
CLM_11355,6590.21,Health,62,2,2933.53,PRV_103,Rural,17,0,3656.68,0
CLM_11356,4403.32,Health,4,2,1838.2,PRV_129,Urban,26,0,2565.13,0
CLM_11357,7620.79,Health,89,2,2979.45,PRV_129,Rural,8,0,4641.34,1
CLM_11358,3517.77,Health,109,1,2599.55,PRV_112,Rural,3,1,918.22,0
CLM_11359,5787.61,Auto,42,0,2399.94,PRV_141,Urban,15,0,3387.67,0
CLM_11360,6125.39,Auto,89,1,2924.95,PRV_148,Urban,1,0,3200.45,0
CLM_11361,9542.48,Auto,18,1,3296.43,PRV_113,Urban,0,0,6246.05,1
CLM_11362,7419.17,Auto,40,1,4749.9,PRV_146,Urban,7,0,2669.27,0
CLM_11363,10627.33,Auto,72,3,3565.29,PRV_107,Suburban,10,0,7062.04,0
CLM_11364,9069.07,Health,39,0,3857.56,PRV_123,Urban,18,0,5211.51,0
CLM_11365,10018.21,Health,104,2,4104.66,PRV_117,Rural,31,0,5913.55,1
CLM_11366,1261.68,Auto,14,0,2235.98,PRV_134,Rural,20,0,-974.3,0
CLM_11367,4671.03,Auto,32,1,2679.12,PRV_124,Suburban,44,0,1991.91,0
CLM_11368,3814.83,Auto,51,1,2095.09,PRV_116,Urban,6,0,1719.74,0
CLM_11369,1394.38,Auto,38,1,2318.18,PRV_131,Rural,3,0,-923.79,0
CLM_11370,3292.69,Health,97,4,2571.76,PRV_123,Suburban,6,0,720.94,0
CLM_11371,6628.62,Health,23,1,2294.34,PRV_106,Rural,10,0,4334.27,1
CLM_11372,5046.62,Health,63,1,3224.1,PRV_112,Suburban,7,0,1822.52,0
CLM_11373,3318.72,Health,15,1,3432.84,PRV_126,Suburban,10,0,-114.13,0
CLM_11374,3020.74,Health,97,0,1693.86,PRV_147,Urban,21,0,1326.88,0
CLM_11375,1570.86,Auto,25,0,2687.92,PRV_104,Suburban,1,0,-1117.06,0
CLM_11376,4830.9,Auto,17,0,2698.87,PRV_135,Rural,1,0,2132.03,0
CLM_11377,3033.3,Auto,97,0,1527.59,PRV_125,Rural,6,0,1505.7,0
CLM_11378,3114.52,Property,111,2,2233.85,PRV_141,Urban,40,0,880.67,0
CLM_11379,9321.23,Auto,119,0,3873.45,PRV_144,Urban,0,0,5447.78,1
CLM_11380,3240.13,Auto,66,1,3860.58,PRV_130,Suburban,43,0,-620.45,1
CLM_11381,3694.96,Property,78,1,1370.81,PRV_109,Urban,34,0,2324.15,0
CLM_11382,10029.63,Property,53,1,3472.13,PRV_145,Rural,3,0,6557.51,0
CLM_11383,769.58,Health,104,0,1529.71,PRV_125,Rural,22,0,-760.14,0
CLM_11384,6773.83,Auto,104,1,2598.52,PRV_121,Urban,0,1,4175.31,1
CLM_11385,5123.99,Auto,51,2,2902.68,PRV_111,Urban,6,0,2221.31,0
CLM_11386,6205.27,Auto,39,1,3752.78,PRV_131,Urban,5,1,2452.49,0
CLM_11387,3098.62,Auto,51,1,2825.41,PRV_126,Suburban,23,0,273.21,0
CLM_11388,3214.19,Auto,70,2,1986.14,PRV_132,Suburban,6,0,1228.05,0
CLM_11389,5223.11,Auto,6,0,1816.06,PRV_119,Rural,5,0,3407.05,0
CLM_11390,3253.43,Property,67,3,3167.99,PRV_138,Suburban,10,0,85.44,0
CLM_11391,2242.22,Auto,7,0,2366.2,PRV_140,Suburban,4,0,-123.98,1
CLM_11392,2862.72,Health,51,2,2591.31,PRV_139,Suburban,7,0,271.42,0
CLM_11393,7462.83,Health,72,0,3970.46,PRV_112,Suburban,31,0,3492.36,0
CLM_11394,9706.16,Auto,42,2,3434.9,PRV_113,Rural,2,0,6271.26,0
CLM_11395,8874.29,Health,64,3,4586.9,PRV_143,Urban,6,0,4287.39,1
CLM_11396,2197.24,Auto,116,1,1981.8,PRV_139,Rural,0,0,215.43,0
CLM_11397,3667.88,Auto,15,1,2290.81,PRV_121,Suburban,18,0,1377.08,0
CLM_11398,4699.12,Health,111,1,3183.69,PRV_117,Urban,0,0,1515.44,0
CLM_11399,2970.42,Auto,29,1,4818.8,PRV_147,Urban,0,0,-1848.38,0
CLM_11400,3917.65,Property,33,0,2205.13,PRV_128,Urban,21,1,1712.52,0
CLM_11401,2476.35,Auto,116,0,3038.41,PRV_142,Rural,5,0,-562.06,0
CLM_11402,11259.44,Health,94,0,4321.23,PRV_115,Urban,11,0,6938.21,0
CLM_11403,5710.69,Auto,103,1,3049.92,PRV_145,Rural,19,0,2660.77,0
CLM_11404,10498.31,Auto,27,0,4020.0,PRV_134,Rural,4,0,6478.3,0
CLM_11405,14327.7,Auto,36,0,4957.49,PRV_133,Suburban,3,0,9370.21,1
CLM_11406,9417.37,Health,29,1,3295.12,PRV_102,Suburban,1,0,6122.24,0
CLM_11407,2597.57,Property,38,0,3458.48,PRV_103,Urban,9,0,-860.91,0
CLM_11408,10712.47,Property,57,1,3742.95,PRV_104,Urban,2,0,6969.52,0
CLM_11409,5216.79,Auto,97,1,2095.63,PRV_109,Suburban,10,0,3121.16,0
CLM_11410,3711.27,Health,101,0,1518.43,PRV_128,Rural,3,0,2192.84,0
CLM_11411,2290.89,Health,27,2,3158.45,PRV_131,Rural,4,0,-867.56,0
CLM_11412,2253.25,Health,55,0,2374.87,PRV_130,Suburban,2,0,-121.62,0
CLM_11413,11906.63,Auto,33,2,4052.76,PRV_101,Rural,5,0,7853.87,0
CLM_11414,3425.08,Health,68,1,3314.3,PRV_111,Suburban,1,0,110.78,0
CLM_11415,3723.57,Property,86,2,4035.81,PRV_126,Suburban,3,0,-312.24,0
CLM_11416,2528.26,Auto,66,1,1798.35,PRV_104,Urban,15,0,729.91,0
CLM_11417,11137.84,Property,10,2,4001.54,PRV_136,Urban,2,0,7136.3,1
CLM_11418,1185.44,Health,5,2,701.24,PRV_126,Suburban,29,0,484.2,1
CLM_11419,5267.84,Auto,74,0,1880.39,PRV_122,Urban,6,0,3387.45,1
CLM_11420,4852.11,Auto,97,0,3632.24,PRV_132,Suburban,1,0,1219.88,0
CLM_11421,2663.07,Auto,118,0,2497.44,PRV_103,Rural,28,0,165.63,0
CLM_11422,4507.87,Health,38,1,2593.7,PRV_120,Rural,6,0,1914.17,0
CLM_11423,6334.69,Property,13,1,3107.23,PRV_123,Rural,8,0,3227.46,0
CLM_11424,6538.95,Auto,31,0,4421.96,PRV_143,Rural,2,0,2117.0,1
CLM_11425,1471.87,Property,47,2,1078.23,PRV_130,Suburban,4,0,393.64,0
CLM_11426,4440.53,Property,100,2,4248.71,PRV_143,Rural,12,0,191.82,0
CLM_11427,5115.18,Auto,109,1,4307.46,PRV_147,Rural,1,0,807.72,0
CLM_11428,5447.44,Property,88,1,2495.63,PRV_123,Rural,8,1,2951.81,1
CLM_11429,3284.06,Property,52,0,2305.12,PRV_148,Rural,11,0,978.95,0
CLM_11430,2015.67,Health,56,1,2882.03,PRV_109,Suburban,0,0,-866.36,0
CLM_11431,1930.72,Health,15,1,2283.83,PRV_148,Rural,18,0,-353.11,0
CLM_11432,4786.2,Property,29,2,3344.78,PRV_148,Urban,0,0,1441.42,0
CLM_11433,9769.15,Health,8,2,3475.01,PRV_149,Urban,2,0,6294.14,1
CLM_11434,2093.33,Auto,5,1,1446.09,PRV_101,Urban,33,0,647.23,1
CLM_11435,1355.11,Property,29,0,2079.64,PRV_130,Urban,0,0,-724.54,0
CLM_11436,2803.93,Health,47,0,1814.86,PRV_124,Urban,17,0,989.07,0
CLM_11437,6982.44,Health,68,1,3214.69,PRV_103,Urban,10,1,3767.76,0
CLM_11438,7682.67,Auto,76,1,3872.33,PRV_110,Suburban,9,0,3810.34,1
CLM_11439,2306.11,Health,45,1,1926.56,PRV_116,Urban,8,1,379.55,0
CLM_11440,8581.77,Auto,2,0,3865.28,PRV_143,Rural,1,0,4716.5,0
CLM_11441,4309.28,Property,27,0,2075.2,PRV_101,Urban,11,0,2234.08,0
CLM_11442,3459.93,Auto,95,2,3718.62,PRV_105,Suburban,30,0,-258.7,0
CLM_11443,2459.21,Auto,115,3,2716.27,PRV_108,Urban,0,1,-257.06,0
CLM_11444,4778.79,Auto,115,0,2558.3,PRV_104,Rural,4,1,2220.5,0
CLM_11445,8900.45,Auto,36,0,4142.45,PRV_119,Rural,6,0,4758.0,0
CLM_11446,13907.17,Health,36,0,4787.69,PRV_128,Suburban,2,0,9119.48,0
CLM_11447,1645.4,Property,26,1,1058.25,PRV_120,Suburban,13,1,587.15,0
CLM_11448,8683.09,Property,43,1,3599.44,PRV_108,Suburban,11,0,5083.66,1
CLM_11449,2514.23,Auto,27,0,3177.33,PRV_127,Suburban,1,0,-663.1,0
CLM_11450,9964.15,Auto,69,3,3657.88,PRV_107,Urban,8,0,6306.27,0
CLM_11451,3252.21,Property,20,1,1561.49,PRV_130,Urban,4,0,1690.73,0
CLM_11452,3970.39,Property,11,1,1915.68,PRV_119,Rural,2,0,2054.71,0
CLM_11453,1993.5,Auto,74,2,2328.57,PRV_126,Suburban,18,0,-335.07,0
CLM_11454,1924.5,Auto,104,2,3213.07,PRV_107,Suburban,0,0,-1288.57,0
CLM_11455,5109.74,Auto,38,1,2267.35,PRV_120,Urban,6,0,2842.4,0
CLM_11456,2121.88,Property,6,0,2676.98,PRV_127,Suburban,6,0,-555.09,0
CLM_11457,3131.17,Health,72,2,3830.53,PRV_122,Rural,8,0,-699.36,1
CLM_11458,4891.04,Auto,23,0,5048.81,PRV_105,Rural,2,0,-157.77,0
CLM_11459,2798.22,Auto,47,0,3759.2,PRV_102,Suburban,20,1,-960.98,0
CLM_11460,7963.79,Property,90,1,3859.4,PRV_104,Rural,33,0,4104.39,0
CLM_11461,4382.26,Auto,46,0,2818.15,PRV_108,Rural,7,0,1564.11,0
CLM_11462,2457.95,Auto,107,0,2109.4,PRV_106,Urban,2,0,348.56,0
CLM_11463,4283.48,Health,12,0,2674.04,PRV_103,Rural,20,0,1609.44,0
CLM_11464,7679.9,Auto,90,2,2942.1,PRV_138,Suburban,44,0,4737.81,0
CLM_11465,5184.18,Auto,13,0,1839.86,PRV_104,Suburban,13,0,3344.31,0
CLM_11466,6557.01,Property,104,2,3815.12,PRV_110,Rural,4,0,2741.89,0
CLM_11467,8663.25,Property,62,0,4519.45,PRV_114,Suburban,2,0,4143.8,0
CLM_11468,3568.93,Property,82,3,3122.42,PRV_133,Urban,1,0,446.51,0
CLM_11469,7285.99,Property,89,1,4084.07,PRV_112,Rural,2,0,3201.92,0
CLM_11470,9975.24,Health,97,2,4208.43,PRV_147,Rural,2,0,5766.81,1
CLM_11471,3400.73,Property,111,1,1965.35,PRV_106,Rural,34,0,1435.38,0
CLM_11472,1584.28,Auto,104,3,1262.19,PRV_139,Suburban,10,0,322.09,0
CLM_11473,4889.64,Health,60,0,2500.98,PRV_105,Suburban,1,0,2388.65,0
CLM_11474,8874.78,Property,43,0,3095.88,PRV_138,Rural,6,0,5778.9,0
CLM_11475,4906.45,Auto,76,0,1803.87,PRV_149,Suburban,2,0,3102.58,0
CLM_11476,10715.52,Auto,108,0,4422.22,PRV_129,Suburban,9,0,6293.29,0
CLM_11477,5891.67,Auto,100,2,4948.8,PRV_121,Rural,4,0,942.87,0
CLM_11478,3509.51,Auto,112,2,3179.2,PRV_124,Rural,2,0,330.31,0
CLM_11479,5239.95,Auto,68,0,2018.2,PRV_127,Suburban,2,0,3221.74,0
CLM_11480,3323.46,Property,5,0,3486.3,PRV_119,Rural,11,0,-162.83,0
CLM_11481,4058.39,Property,37,1,2015.06,PRV_138,Rural,5,0,2043.33,0
CLM_11482,6617.87,Auto,72,2,4143.09,PRV_102,Rural,7,0,2474.77,0
CLM_11483,4623.42,Auto,106,3,2768.57,PRV_104,Rural,17,0,1854.85,1
CLM_11484,6099.12,Auto,113,0,3727.25,PRV_100,Suburban,10,0,2371.87,0
CLM_11485,10729.73,Property,92,0,3901.9,PRV_114,Rural,6,0,6827.83,0
CLM_11486,2539.32,Auto,31,1,3537.96,PRV_125,Urban,30,0,-998.64,0
CLM_11487,11758.65,Auto,9,0,4785.28,PRV_102,Rural,2,0,6973.37,1
CLM_11488,8223.88,Auto,118,1,3178.27,PRV_139,Urban,3,0,5045.61,0
CLM_11489,7133.85,Auto,51,1,2496.8,PRV_140,Rural,24,0,4637.05,0
CLM_11490,1464.78,Auto,29,0,897.81,PRV_146,Urban,19,1,566.97,0
CLM_11491,1253.18,Property,78,0,716.04,PRV_141,Urban,1,0,537.15,0
CLM_11492,10602.73,Health,40,0,3652.04,PRV_133,Rural,26,0,6950.69,1
CLM_11493,4635.75,Health,41,0,2816.16,PRV_104,Rural,0,0,1819.6,0
CLM_11494,3842.44,Auto,86,1,2184.6,PRV_130,Rural,17,0,1657.83,0
CLM_11495,2509.71,Health,11,1,1886.09,PRV_112,Urban,3,0,623.61,0
CLM_11496,2166.27,Health,23,0,3740.95,PRV_142,Suburban,2,0,-1574.69,0
CLM_11497,3191.33,Auto,1,1,2016.46,PRV_100,Suburban,5,0,1174.87,0
CLM_11498,9899.09,Health,46,1,4630.66,PRV_121,Rural,22,0,5268.43,1
CLM_11499,11905.22,Auto,101,0,5350.99,PRV_114,Suburban,15,0,6554.24,0
CLM_11500,1084.15,Property,21,0,2099.96,PRV_125,Suburban,34,0,-1015.81,0
CLM_11501,9184.22,Auto,90,1,3669.83,PRV_117,Rural,7,0,5514.4,1
CLM_11502,5954.81,Property,110,2,3440.02,PRV_147,Urban,7,1,2514.79,0
CLM_11503,3625.98,Auto,36,1,2012.35,PRV_108,Rural,0,0,1613.63,0
CLM_11504,5861.03,Health,54,2,2018.01,PRV_100,Suburban,1,0,3843.02,0
CLM_11505,3484.98,Health,87,1,2877.41,PRV_142,Urban,6,0,607.57,0
CLM_11506,4475.55,Health,57,0,1861.61,PRV_108,Suburban,13,0,2613.94,0
CLM_11507,7924.52,Auto,1,3,4091.26,PRV_122,Urban,17,0,3833.26,1
CLM_11508,6201.75,Auto,63,1,2753.89,PRV_142,Suburban,3,0,3447.86,0
CLM_11509,2902.77,Health,54,1,1879.37,PRV_144,Rural,12,0,1023.4,0
CLM_11510,3487.45,Auto,55,0,2911.01,PRV_101,Suburban,17,0,576.43,0
CLM_11511,6465.97,Auto,115,1,3466.42,PRV_113,Suburban,4,0,2999.55,0
CLM_11512,3270.77,Health,40,1,2275.55,PRV_137,Urban,11,0,995.22,0
CLM_11513,1064.58,Health,15,0,1006.91,PRV_139,Suburban,5,0,57.67,0
CLM_11514,8122.59,Auto,21,1,3126.37,PRV_117,Rural,42,0,4996.22,0
CLM_11515,3012.52,Auto,47,2,1783.0,PRV_115,Rural,0,0,1229.52,0
CLM_11516,5776.61,Auto,73,0,2206.25,PRV_128,Rural,5,0,3570.35,1
CLM_11517,5845.72,Health,53,0,3469.11,PRV_143,Urban,3,0,2376.61,0
CLM_11518,4563.68,Health,9,1,2412.1,PRV_110,Urban,18,0,2151.58,0
CLM_11519,8542.93,Property,74,1,2858.89,PRV_105,Suburban,3,0,5684.04,0
CLM_11520,12819.27,Property,52,0,4453.05,PRV_102,Suburban,7,0,8366.22,0
CLM_11521,3122.54,Auto,57,0,2647.96,PRV_113,Suburban,13,0,474.58,0
CLM_11522,13415.14,Auto,117,0,5021.32,PRV_101,Urban,6,0,8393.83,0
CLM_11523,5520.15,Auto,26,1,3739.91,PRV_131,Urban,5,0,1780.23,0
CLM_11524,1402.78,Auto,41,1,2068.63,PRV_130,Suburban,0,0,-665.85,0
CLM_11525,4894.49,Property,35,0,2523.65,PRV_110,Urban,0,1,2370.85,0
CLM_11526,5112.4,Health,63,1,1737.36,PRV_121,Urban,31,0,3375.04,1
CLM_11527,10678.79,Auto,116,3,3637.46,PRV_102,Rural,10,0,7041.33,0
CLM_11528,3529.51,Auto,25,2,4324.51,PRV_149,Rural,17,0,-795.0,0
CLM_11529,6414.06,Health,90,1,2641.61,PRV_130,Suburban,6,0,3772.46,1
CLM_11530,2854.58,Health,75,2,1138.61,PRV_132,Suburban,3,0,1715.97,1
CLM_11531,4778.12,Auto,38,2,3360.47,PRV_123,Rural,3,0,1417.65,0
CLM_11532,4589.23,Property,2,1,2138.02,PRV_100,Urban,0,0,2451.21,0
CLM_11533,3938.56,Health,7,1,2289.33,PRV_143,Suburban,15,1,1649.23,0
